acc,precision,recall,auroc,repeat
0.4941334,0.0,0.0,0.5,1
0.51692927,0.0,0.0,0.5,1
0.48692152,0.0,0.0,0.5,1
0.5033535,0.5033535,1.0,0.5,1
0.50536555,0.0,0.0,0.5,1
0.4941334,0.0,0.0,0.5,2
0.51692927,0.0,0.0,0.5,2
0.48692152,0.0,0.0,0.5006887,2
0.49664655,0.5,0.00066622254,0.4999953,2
0.4942991,0.49446493,0.99932206,0.49966103,2
0.4941334,0.0,0.0,0.5,3
0.48307073,0.48307073,1.0,0.5,3
0.48692152,0.0,0.0,0.5,3
0.5033535,0.5033535,1.0,0.5,3
0.49463448,0.49463448,1.0,0.5,3
0.4941334,0.0,0.0,0.5,4
0.48307073,0.48307073,1.0,0.5,4
0.51307845,0.51307845,1.0,0.5,4
0.49664655,0.0,0.0,0.5,4
0.49463448,0.49463448,1.0,0.5,4
0.4941334,0.0,0.0,0.5,5
0.48307073,0.48307073,1.0,0.5,5
0.48692152,0.0,0.0,0.5,5
0.49664655,0.0,0.0,0.5,5
0.50536555,0.0,0.0,0.5,5
0.4941334,0.0,0.0,0.5,6
0.48307073,0.48307073,1.0,0.5,6
0.48692152,0.0,0.0,0.5,6
0.49664655,0.0,0.0,0.5,6
0.49463448,0.49463448,1.0,0.5,6
0.4941334,0.0,0.0,0.5,7
0.48307073,0.48307073,1.0,0.5,7
0.48692152,0.0,0.0,0.5,7
0.49664655,0.0,0.0,0.5,7
0.49463448,0.49463448,1.0,0.5,7
0.4941334,0.0,0.0,0.5,8
0.51692927,0.0,0.0,0.5,8
0.48692152,0.0,0.0,0.5,8
0.49664655,0.0,0.0,0.5,8
0.49463448,0.49463448,1.0,0.5,8
0.5058666,0.5058666,1.0,0.5,9
0.48307073,0.48307073,1.0,0.5,9
0.48692152,0.0,0.0,0.5,9
0.49664655,0.0,0.0,0.5,9
0.49463448,0.49463448,1.0,0.5,9
0.4941334,0.0,0.0,0.5,10
0.48307073,0.48307073,1.0,0.5,10
0.48692152,0.0,0.0,0.5,10
0.49664655,0.0,0.0,0.5,10
0.49463448,0.49463448,1.0,0.5,10
