acc,precision,recall,auroc,repeat
0.7723768,0.7906163,0.7481776,0.8561462,1
0.7703654,0.7747093,0.73976403,0.85698026,1
0.77665997,0.7720403,0.8013072,0.8602594,1
0.7642522,0.772541,0.75349766,0.84953624,1
0.7642522,0.75596815,0.7728813,0.8564466,1
0.7750587,0.7756579,0.7813121,0.85867494,2
0.7562856,0.75176305,0.73976403,0.8496383,2
0.7629108,0.77673167,0.75490195,0.8477664,2
0.7652582,0.7887527,0.72884744,0.8481444,2
0.77431256,0.7691275,0.77694917,0.865827,2
0.77070063,0.7827279,0.7567926,0.85108817,3
0.7680188,0.76133984,0.7571131,0.8532888,3
0.7736418,0.7874916,0.76535946,0.8586639,3
0.7575453,0.77202797,0.73550963,0.8474092,3
0.7726358,0.75561255,0.79864407,0.8623074,3
0.76600736,0.7853624,0.73956263,0.84528625,4
0.7603084,0.75349164,0.74878556,0.85139304,4
0.77162975,0.7889721,0.7575163,0.86036974,4
0.76022804,0.76771116,0.7508328,0.8461554,4
0.76022804,0.74081117,0.7925424,0.8510238,4
0.7690245,0.7883263,0.74287605,0.8542495,5
0.7619846,0.7754333,0.7140874,0.8536628,5
0.7655936,0.8084633,0.7117647,0.85479546,5
0.7652582,0.7826394,0.73884076,0.8466768,5
0.76693493,0.7610442,0.77084744,0.8498272,5
0.758297,0.7949102,0.7037773,0.84895897,6
0.7643312,0.7713235,0.72796667,0.8496604,6
0.7622401,0.77458197,0.75686276,0.84982157,6
0.76693493,0.79160637,0.72884744,0.8518413,6
0.77196515,0.7691266,0.7701695,0.86055136,6
0.7572913,0.76219106,0.75612986,0.844794,7
0.75997317,0.7515614,0.7515614,0.8462391,7
0.7629108,0.7629393,0.78039217,0.8466773,7
0.76156944,0.7735457,0.74417055,0.8440527,7
0.7659289,0.7692308,0.7525424,0.8529606,7
0.75226283,0.7546296,0.75612986,0.8397555,8
0.762655,0.7451505,0.77307427,0.84694946,8
0.759222,0.78,0.7392157,0.8512727,8
0.77665997,0.79673064,0.7468355,0.86185396,8
0.77867204,0.778157,0.7728813,0.8572989,8
0.763996,0.76567656,0.768721,0.8456664,9
0.7562856,0.73062015,0.78487164,0.8463199,9
0.7632461,0.7647815,0.7777778,0.84893405,9
0.75452715,0.75997293,0.74883413,0.84000355,9
0.76928234,0.7664184,0.7674576,0.8582108,9
0.7442172,0.7463672,0.7488403,0.8342395,10
0.7680188,0.76025015,0.759195,0.85163265,10
0.7665996,0.7879834,0.7457516,0.8528154,10
0.7518444,0.76223296,0.7368421,0.83981377,10
0.76727027,0.7619048,0.7701695,0.8528681,10
