acc,precision,recall,auroc,repeat
0.76768357,0.7712766,0.768721,0.8505739,1
0.7680188,0.7471947,0.78556556,0.8553286,1
0.7806841,0.7975544,0.7673203,0.8572708,1
0.75687456,0.7705718,0.7361759,0.8461921,1
0.7622401,0.73967457,0.80135596,0.851711,1
0.7663426,0.79635036,0.72299534,0.8549238,2
0.75896746,0.7475994,0.7564192,0.84589577,2
0.7608987,0.7811425,0.74183005,0.848637,2
0.75821596,0.7773827,0.7281812,0.8438772,2
0.76391685,0.75512904,0.77355933,0.8633469,2
0.7700302,0.7666883,0.7839629,0.84714574,3
0.7680188,0.7471947,0.78556556,0.8558363,3
0.7702884,0.7668983,0.79346406,0.85270935,3
0.7575453,0.75096774,0.775483,0.84330857,3
0.7572099,0.7357188,0.7945763,0.85318685,3
0.75863224,0.75468045,0.7746852,0.844087,4
0.75762653,0.72983354,0.79111725,0.8458359,4
0.7652582,0.7785235,0.75816995,0.85274106,4
0.7572099,0.76374745,0.74950033,0.8434346,4
0.75016767,0.74695534,0.7484746,0.8415431,4
0.76600736,0.7723304,0.7620941,0.8494328,5
0.76466644,0.7574913,0.75433725,0.848664,5
0.76123405,0.76767015,0.76666665,0.84635663,5
0.7468142,0.7415803,0.7628248,0.8381498,5
0.76727027,0.75242406,0.78915256,0.84856856,5
0.7559504,0.760507,0.7554672,0.8421767,6
0.763996,0.756437,0.75433725,0.8441584,6
0.76123405,0.7730307,0.75686276,0.8425906,6
0.7585513,0.75673896,0.7668221,0.8389174,6
0.76022804,0.74453026,0.7844068,0.84898025,6
0.7479048,0.7785136,0.7011266,0.8404732,7
0.7619846,0.7529412,0.7550312,0.8442612,7
0.7622401,0.77605915,0.7542484,0.8470647,7
0.7565392,0.7591973,0.7561626,0.8384131,7
0.7578806,0.7552542,0.7552542,0.8433311,7
0.75226283,0.7601351,0.74552685,0.8367239,8
0.7643312,0.76244664,0.74392784,0.84604853,8
0.76022804,0.7711244,0.7575163,0.84993225,8
0.7736418,0.78720444,0.75416386,0.85641307,8
0.7723005,0.77222985,0.7654237,0.8571041,8
0.75360376,0.74278545,0.7846256,0.8380162,9
0.763996,0.7403783,0.7876475,0.84943604,9
0.7608987,0.7661238,0.76862746,0.8452412,9
0.74983233,0.7709978,0.715523,0.8355117,9
0.76928234,0.7573578,0.7850847,0.85299814,9
0.75460947,0.75986624,0.75281644,0.8354729,10
0.7623198,0.74335104,0.7758501,0.8450335,10
0.7655936,0.7675467,0.779085,0.85045975,10
0.7525151,0.7629221,0.73750836,0.838031,10
0.7525151,0.73367155,0.7844068,0.84397286,10
