acc,precision,recall,auroc,repeat
0.5058666,0.5058666,1.0,0.5,1
0.51692927,0.0,0.0,0.5,1
0.51307845,0.51307845,1.0,0.5,1
0.4969819,0.6,0.0019986676,0.50032413,1
0.49463448,0.49463448,1.0,0.5,1
0.4941334,0.0,0.0,0.5,2
0.48307073,0.48307073,1.0,0.5,2
0.48692152,0.0,0.0,0.5,2
0.5033535,0.5033535,1.0,0.5,2
0.49463448,0.49463448,1.0,0.5,2
0.5041904,0.85714287,0.02385686,0.5102413,3
0.48307073,0.48307073,1.0,0.5,3
0.48993963,0.84615386,0.0071895425,0.5029065,3
0.4969819,0.6666667,0.0013324451,0.500329,3
0.49396378,0.4942953,0.99864405,0.49932203,3
0.5058666,0.5058666,1.0,0.5,4
0.48307073,0.48307073,1.0,0.5,4
0.48692152,0.0,0.0,0.5,4
0.5030181,0.5031868,0.9993338,0.4996669,4
0.49463448,0.49463448,1.0,0.5,4
0.4941334,0.0,0.0,0.5,5
0.48307073,0.48307073,1.0,0.5,5
0.48692152,0.0,0.0,0.5,5
0.49664655,0.0,0.0,0.5,5
0.49463448,0.49463448,1.0,0.5,5
0.5058666,0.5058666,1.0,0.5,6
0.48307073,0.48307073,1.0,0.5,6
0.48692152,0.0,0.0,0.5,6
0.49664655,0.0,0.0,0.5,6
0.49463448,0.49463448,1.0,0.5,6
0.5058666,0.5058666,1.0,0.5,7
0.48307073,0.48307073,1.0,0.5,7
0.48692152,0.0,0.0,0.5,7
0.49664655,0.0,0.0,0.5,7
0.50536555,0.0,0.0,0.5,7
0.4941334,0.0,0.0,0.5,8
0.48307073,0.48307073,1.0,0.5,8
0.48692152,0.0,0.0,0.5,8
0.5033535,0.5033535,1.0,0.5,8
0.49463448,0.49463448,1.0,0.5,8
0.5058666,0.5058666,1.0,0.5,9
0.48307073,0.48307073,1.0,0.5,9
0.48692152,0.0,0.0,0.5,9
0.49664655,0.0,0.0,0.5,9
0.49463448,0.49463448,1.0,0.5,9
0.4941334,0.0,0.0,0.5,10
0.48307073,0.48307073,1.0,0.5,10
0.48692152,0.0,0.0,0.5,10
0.49664655,0.0,0.0,0.5,10
0.50536555,0.0,0.0,0.5,10
